day,events
2004-02-22,3558
2004-02-23,3667
2004-02-24,2960
2004-02-25,3683
2004-02-26,3990
2004-02-27,5734
2004-02-28,6036
2004-02-29,4733
2004-03-01,5376
2004-03-02,4549
2004-03-03,3599
2004-03-04,4703
2004-03-05,3292
2004-03-06,5016
2004-03-07,4346
2004-03-08,3652
2004-03-09,4424
2004-03-10,6708
2004-03-11,3195
2004-03-12,2141
2004-03-13,2845
2004-03-14,2902
2004-03-15,2651
2004-03-16,1770
2004-03-17,2608
2004-03-18,3211
2004-03-19,2249
2004-03-20,4117
2004-03-21,5925
2004-03-22,3421
2004-03-23,2127
2004-03-24,2554
2004-03-25,3763
2004-03-26,1813
2004-03-27,2679
2004-03-28,1902
2004-03-29,3028
2004-03-30,6781
2004-03-31,4399
2004-04-01,1406
2004-04-02,1992
2004-04-03,2439
2004-04-04,4037
2004-04-05,3753
2004-04-06,3253
2004-04-07,3363
2004-04-08,3079
2004-04-09,2003
2004-04-10,2555
2004-04-11,4238
2004-04-12,3185
2004-04-13,3380
2004-04-14,1858
2004-04-15,2137
2004-04-16,2532
2004-04-17,2899
2004-04-18,1626
2004-04-19,2557
2004-04-20,1773
2004-04-21,2092
2004-04-22,1920
2004-04-23,1783
2004-04-24,1336
2004-04-25,3442
2004-04-26,4044
2004-04-27,2767
2004-04-28,2724
2004-04-29,2691
2004-04-30,2133
2004-05-01,1662
2004-05-02,2277
2004-05-03,2482
2004-05-04,3608
2004-05-05,3213
2004-05-06,2677
2004-05-07,1996
2004-05-08,479
2004-05-10,611
2004-05-11,4750
2004-05-12,4465
2004-05-13,2962
2004-05-14,2616
2004-05-15,2113
2004-05-16,1871
2004-05-17,4306
2004-05-18,2862
2004-05-19,1568
2004-05-20,3448
2004-05-21,2576
2004-05-22,1759
2004-05-23,2656
2004-05-24,9286
2004-05-25,8172
2004-05-26,4571
2004-05-27,3282
2004-05-28,2766
2004-05-29,3431
2004-05-30,2617
2004-05-31,4690
2004-06-01,4294
2004-06-02,2551
2004-06-03,2542
2004-06-04,4021
2004-06-05,4722
2004-06-06,3669
2004-06-07,3928
2004-06-08,1353
2004-06-09,4443
2004-06-10,2916
2004-06-11,4379
2004-06-12,2210
2004-06-13,2435
2004-06-14,2659
2004-06-15,2888
2004-06-16,1735
2004-06-17,3326
2004-06-18,3664
2004-06-19,2238
2004-06-20,1970
2004-06-21,2113
2004-06-22,2269
2004-06-23,1413
2004-06-24,1711
2004-06-25,1704
2004-06-26,1794
2004-06-27,1632
2004-06-28,2868
2004-06-29,4426
2004-06-30,3403
2004-07-01,1848
2004-07-02,3078
2004-07-03,1425
2004-07-04,2252
2004-07-05,2095
2004-07-06,5113
2004-07-07,2871
2004-07-08,2926
2004-07-09,3717
2004-07-10,2871
2004-07-11,3352
2004-07-12,3335
2004-07-13,2761
2004-07-14,3788
2004-07-15,2534
2004-07-16,2035
2004-07-17,3468
2004-07-18,2397
2004-07-19,2971
2004-07-20,4491
2004-07-21,3006
2004-07-22,1766
2004-07-23,2537
2004-07-24,1633
2004-07-25,2843
2004-07-26,3873
2004-07-27,3905
2004-07-28,3458
2004-07-29,1514
2004-07-30,4532
2004-07-31,2640
2004-08-01,2411
2004-08-02,4030
2004-08-03,3356
2004-08-04,9904
2004-08-05,4025
2004-08-06,3047
2004-08-07,1442
2004-08-08,2914
2004-08-09,6229
2004-08-10,6852
2004-08-11,3179
2004-08-12,3492
2004-08-13,2976
2004-08-14,2638
2004-08-15,3241
2004-08-16,3548
2004-08-17,2109
2004-08-18,3257
2004-08-19,2126
2004-08-20,2828
2004-08-21,3229
2004-08-22,2832
2004-08-23,2587
2004-08-24,1842
2004-08-25,2752
2004-08-26,2836
2004-08-27,2794
2004-08-28,2489
2004-08-29,2912
2004-08-30,5622
2004-08-31,4436
2004-09-01,7812
2004-09-02,3942
2004-09-03,4322
2004-09-04,3066
2004-09-05,3502
2004-09-06,2653
2004-09-07,2489
2004-09-08,3592
2004-09-09,5210
2004-09-10,3676
2004-09-11,5278
2004-09-12,3945
2004-09-13,3579
2004-09-14,3119
2004-09-15,1218
2004-09-16,2414
2004-09-17,2776
2004-09-18,2291
2004-09-19,3470
2004-09-20,3317
2004-09-21,4662
2004-09-22,3935
2004-09-23,2441
2004-09-24,3380
2004-09-25,2296
2004-09-26,1250
2004-09-27,300
2004-09-28,70
2004-09-29,3797
2004-09-30,1681
2004-10-01,2389
2004-10-02,1751
2004-10-03,2718
2004-10-04,2687
2004-10-05,3902
2004-10-06,3071
2004-10-07,1914
2004-10-08,2607
2004-10-09,1770
2004-10-10,1939
2004-10-11,2669
2004-10-12,4724
2004-10-13,5556
2004-10-14,3996
2004-10-15,4251
2004-10-16,3215
2004-10-17,2513
2004-10-18,4538
2004-10-19,1783
2004-10-20,2449
2004-10-21,1976
2004-10-22,2124
2004-10-23,1207
2004-10-24,2219
2004-10-25,3628
2004-10-26,2948
2004-10-27,1617
2004-10-28,3571
2004-10-29,1577
2004-10-30,1437
2004-10-31,2897
2004-11-01,1825
2004-11-02,2852
2004-11-03,1866
2004-11-04,3229
2004-11-05,1786
2004-11-06,1920
2004-11-07,3123
2004-11-08,1847
2004-11-09,3955
2004-11-10,2524
2004-11-11,2660
2004-11-12,2530
2004-11-13,4122
2004-11-14,2850
2004-11-15,2963
2004-11-16,2757
2004-11-17,2292
2004-11-18,2824
2004-11-19,5121
2004-11-20,3080
2004-11-21,2853
2004-11-22,2531
2004-11-23,5035
2004-11-24,2691
2004-11-25,2987
2004-11-26,2492
2004-11-27,2543
2004-11-28,3083
2004-11-29,3726
2004-11-30,3770
2004-12-01,2801
2004-12-02,2262
2004-12-03,2890
2004-12-04,2947
2004-12-05,2416
2004-12-06,2632
2004-12-07,2433
2004-12-08,1748
2004-12-09,2289
2004-12-10,2611
2004-12-11,1442
2004-12-12,2222
2004-12-13,3115
2004-12-14,3085
2004-12-15,1474
2004-12-16,1718
2004-12-17,1187
2004-12-18,2334
2004-12-19,1798
2004-12-20,2530
2004-12-21,1919
2004-12-22,4730
2004-12-23,4938
2004-12-24,3119
2004-12-25,2349
2004-12-26,1720
2004-12-27,2969
2004-12-28,3080
2004-12-29,2137
2004-12-30,3060
2004-12-31,3399
2005-01-01,3251
2005-01-02,3606
2005-01-03,3728
2005-01-04,3307
2005-01-05,4112
2005-01-06,2785
2005-01-07,2934
2005-01-08,2567
2005-01-09,3720
2005-01-10,6896
2005-01-11,9729
2005-01-12,2694
2005-01-13,6547
2005-01-14,3726
2005-01-15,3638
2005-01-16,3184
2005-01-17,3009
2005-01-18,4685
2005-01-19,1856
2005-01-20,2541
2005-01-21,4883
2005-01-22,4942
2005-01-23,3086
2005-01-24,3441
2005-01-25,2743
2005-01-26,2374
2005-01-27,4961
2005-01-28,4553
2005-01-29,3090
2005-01-30,4524
2005-01-31,18709
2005-02-01,9660
2005-02-02,6923
2005-02-03,5701
2005-02-04,5528
2005-02-05,4857
2005-02-06,4726
2005-02-07,8360
2005-02-08,10639
2005-02-09,4275
2005-02-10,3861
2005-02-11,6574
2005-02-12,5296
2005-02-13,3638
2005-02-14,3616
2005-02-15,5772
2005-02-16,7578
2005-02-17,4648
2005-02-18,3508
2005-02-19,4791
2005-02-20,380
2005-02-21,4942
2005-02-22,5037
2005-02-23,4086
2005-02-24,2944
2005-02-25,3614
2005-02-26,1833
2005-02-27,2657
2005-02-28,4047
2005-03-01,2203
2005-03-02,4205
2005-03-03,4409
2005-03-04,6360
2005-03-05,5160
2005-03-06,6719
2005-03-07,7380
2005-03-08,5711
2005-03-09,4388
2005-03-10,3022
2005-03-11,2829
2005-03-12,2751
2005-03-13,3668
2005-03-14,2803
2005-03-15,3877
2005-03-16,3547
2005-03-17,9719
2005-03-18,8524
2005-03-19,5599
2005-03-20,6372
2005-03-21,5039
2005-03-22,74922
2005-03-23,51465
2005-03-24,24909
2005-03-25,24125
2005-03-26,9014
2005-03-27,8011
2005-03-28,11268
2005-03-29,10841
2005-03-30,11393
2005-03-31,8150
2005-04-01,26518
2005-04-02,22270
2005-04-03,12302
2005-04-04,8778
2005-04-05,12037
2005-04-06,7592
2005-04-07,6279
2005-04-08,5941
2005-04-09,4912
2005-04-10,4459
2005-04-11,8341
2005-04-12,4588
2005-04-13,6075
2005-04-14,5725
2005-04-15,4797
2005-04-16,3638
2005-04-17,3688
2005-04-18,6869
2005-04-19,4511
2005-04-20,3998
2005-04-21,5152
2005-04-22,5765
2005-04-23,3971
2005-04-24,6072
2005-04-25,4965
2005-04-26,4630
2005-04-27,4041
2005-04-28,6653
2005-04-29,5155
2005-04-30,2957
2005-05-01,4867
2005-05-02,3501
2005-05-03,3752
2005-05-04,3189
2005-05-05,5995
2005-05-06,6805
2005-05-07,4075
2005-05-08,6014
2005-05-09,5228
2005-05-10,4148
2005-05-11,5534
2005-05-12,4859
2005-05-13,5301
2005-05-14,3709
2005-05-15,5651
2005-05-16,6379
2005-05-17,2601
2005-05-18,3912
2005-05-19,4008
2005-05-20,4538
2005-05-21,3631
2005-05-22,2619
2005-05-23,3209
2005-05-24,4358
2005-05-25,9214
2005-05-26,12502
2005-05-27,6062
2005-05-28,3612
2005-05-29,4962
2005-05-30,6992
2005-05-31,6398
2005-06-01,4023
2005-06-02,4878
2005-06-03,5951
2005-06-04,3557
2005-06-05,3316
2005-06-06,6327
2005-06-07,8956
2005-06-08,8106
2005-06-09,4961
2005-06-10,4949
2005-06-11,3281
2005-06-12,2520
2005-06-13,5316
2005-06-14,6321
2005-06-15,5212
2005-06-16,4327
2005-06-17,4783
2005-06-18,4318
2005-06-19,2797
2005-06-20,5613
2005-06-21,3826
2005-06-22,3059
2005-06-23,4127
2005-06-24,3790
2005-06-25,2396
2005-06-26,4830
2005-06-27,3636
2005-06-28,6563
2005-06-29,5849
2005-06-30,5032
2005-07-01,3698
2005-07-02,3566
2005-07-03,3127
2005-07-04,3850
2005-07-05,5005
2005-07-06,4008
2005-07-07,4577
2005-07-08,2628
2005-07-09,2778
2005-07-10,3890
2005-07-11,4675
2005-07-12,3634
2005-07-13,2316
2005-07-14,5400
2005-07-15,4444
2005-07-16,2757
2005-07-17,2714
2005-07-18,4813
2005-07-19,4863
2005-07-20,5206
2005-07-21,3643
2005-07-22,3337
2005-07-23,3484
2005-07-24,6290
2005-07-25,5678
2005-07-26,5698
2005-07-27,3174
2005-07-28,3053
2005-07-29,3027
2005-07-30,2766
2005-07-31,3609
2005-08-01,4112
2005-08-02,3203
2005-08-03,4211
2005-08-04,4080
2005-08-05,3218
2005-08-06,2562
2005-08-07,3928
2005-08-08,3473
2005-08-09,2099
2005-08-10,2096
2005-08-11,2975
2005-08-12,3231
2005-08-13,1925
2005-08-14,2824
2005-08-15,3684
2005-08-16,2710
2005-08-17,2670
2005-08-18,2836
2005-08-19,2678
2005-08-20,2805
2005-08-21,4273
2005-08-22,5282
2005-08-23,3880
2005-08-24,2167
2005-08-25,2708
2005-08-26,2321
2005-08-27,2102
2005-08-28,4921
2005-08-29,3392
2005-08-30,1273
2005-08-31,4389
2005-09-01,2159
2005-09-02,2994
2005-09-03,3870
2005-09-04,3893
2005-09-05,1762
2005-09-06,5568
2005-09-07,5346
2005-09-08,3847
2005-09-09,2901
2005-09-10,2259
2005-09-11,1945
2005-09-12,3411
2005-09-13,3099
2005-09-14,1307
2005-09-15,4568
2005-09-16,2353
2005-09-17,2677
2005-09-18,3965
2005-09-19,4916
2005-09-20,5906
2005-09-21,5165
2005-09-22,5061
2005-09-23,4472
2005-09-24,3332
2005-09-25,3809
2005-09-26,1183
2005-09-27,3445
2005-09-28,3427
2005-09-29,3121
2005-09-30,3134
2005-10-01,2492
2005-10-02,2701
2005-10-03,3256
2005-10-04,2177
2005-10-05,2998
2005-10-06,2268
2005-10-07,3478
2005-10-08,2672
2005-10-09,3288
2005-10-10,2712
2005-10-11,3409
2005-10-12,2286
2005-10-13,3390
2005-10-14,2888
2005-10-15,4075
2005-10-16,3029
2005-10-17,4275
2005-10-18,8207
2005-10-19,3242
2005-10-20,3305
2005-10-21,3479
2005-10-22,2016
2005-10-23,4251
2005-10-24,4821
2005-10-25,3299
2005-10-26,4100
2005-10-27,1732
2005-10-28,2900
2005-10-29,2133
2005-10-30,1596
2005-10-31,1815
2005-11-01,3531
2005-11-02,3449
2005-11-03,3531
2005-11-04,3074
2005-11-05,3064
2005-11-06,4099
2005-11-07,4045
2005-11-08,5094
2005-11-09,3312
2005-11-10,3360
2005-11-11,3503
2005-11-12,3872
2005-11-13,5126
2005-11-14,3336
2005-11-15,4740
2005-11-16,3235
2005-11-17,3425
2005-11-18,3468
2005-11-19,1935
2005-11-20,4149
2005-11-21,3621
2005-11-22,2385
2005-11-23,4559
2005-11-24,1634
2005-11-25,2364
2005-11-26,2573
2005-11-27,3054
2005-11-28,3654
2005-11-29,4232
2005-11-30,4405
2005-12-01,3765
2005-12-02,2213
2005-12-03,2095
2005-12-04,3180
2005-12-05,3295
2005-12-06,2112
2005-12-07,2853
2005-12-08,2393
2005-12-09,1816
2005-12-10,1407
2005-12-11,2769
2005-12-12,2920
2005-12-13,3574
2005-12-14,5844
2005-12-15,2155
2005-12-16,2101
2005-12-17,3523
2005-12-18,2398
2005-12-19,2471
2005-12-20,3466
2005-12-21,3444
2005-12-22,2942
2005-12-23,1811
2005-12-24,2014
2005-12-25,1856
2005-12-26,2230
2005-12-27,4711
2005-12-28,4279
2005-12-29,7371
2005-12-30,6712
2005-12-31,3484
2006-01-01,3562
2006-01-02,5084
2006-01-03,5611
2006-01-04,6151
2006-01-05,3653
2006-01-06,3068
2006-01-07,4545
2006-01-08,5869
2006-01-09,7841
2006-01-10,4748
2006-01-11,3214
2006-01-12,2870
2006-01-13,4160
2006-01-14,4103
2006-01-15,3213
2006-01-16,2985
2006-01-17,6873
2006-01-18,4101
2006-01-19,2593
2006-01-20,2349
2006-01-21,2391
2006-01-22,3232
2006-01-23,4731
2006-01-24,3229
2006-01-25,3364
2006-01-26,4029
2006-01-27,3310
2006-01-28,2485
2006-01-29,3039
2006-01-30,3486
2006-01-31,2869
2006-02-01,3659
2006-02-02,2425
2006-02-03,3551
2006-02-04,3438
2006-02-05,3016
2006-02-06,3519
2006-02-07,4842
2006-02-08,2538
2006-02-09,6669
2006-02-10,3120
2006-02-11,3408
2006-02-12,3014
2006-02-13,4012
2006-02-14,3613
2006-02-15,4000
2006-02-16,3536
2006-02-17,4497
2006-02-18,3019
2006-02-19,4086
2006-02-20,2672
2006-02-21,4125
2006-02-22,2111
2006-02-23,2267
2006-02-24,2959
2006-02-25,2587
2006-02-26,2799
2006-02-27,3345
2006-02-28,3319
2006-03-01,2109
2006-03-02,2752
2006-03-03,3194
2006-03-04,4490
2006-03-05,3689
2006-03-06,5938
2006-03-07,5030
2006-03-08,3709
2006-03-09,3185
2006-03-10,4092
2006-03-11,3630
2006-03-12,2551
2006-03-13,2839
2006-03-14,2978
2006-03-15,3946
2006-03-16,4039
2006-03-17,6116
2006-03-18,3826
2006-03-19,3792
2006-03-20,3459
2006-03-21,4509
2006-03-22,4138
2006-03-23,4170
2006-03-24,1710
2006-03-25,3405
2006-03-26,2841
2006-03-27,4405
2006-03-28,3880
2006-03-29,3925
2006-03-30,2816
2006-03-31,2122
2006-04-01,1899
2006-04-02,3460
2006-04-03,3082
2006-04-04,3141
2006-04-05,2708
2006-04-06,2483
2006-04-07,3333
2006-04-08,2316
2006-04-09,3089
2006-04-10,4495
2006-04-11,4448
2006-04-12,4478
2006-04-13,3578
2006-04-14,2930
2006-04-15,1303
2006-04-16,1853
2006-04-17,3692
2006-04-18,5934
2006-04-19,2616
2006-04-20,5941
2006-04-21,5583
2006-04-22,4845
2006-04-23,1463
2006-04-24,3985
2006-04-25,4084
2006-04-26,4215
2006-04-27,2995
2006-04-28,3180
2006-04-29,2738
2006-04-30,2906
2006-05-01,3004
2006-05-02,2864
2006-05-03,2922
2006-05-04,2144
2006-05-05,1740
2006-05-06,3331
2006-05-07,4312
2006-05-08,3872
2006-05-09,2819
2006-05-10,1876
2006-05-11,2062
2006-05-12,1771
2006-05-13,1935
2006-05-14,2502
2006-05-15,2359
2006-05-16,1875
2006-05-17,2758
2006-05-18,2042
2006-05-19,1848
2006-05-20,1967
2006-05-21,4465
2006-05-22,2275
2006-05-23,1960
2006-05-24,2007
2006-05-25,2125
2006-05-26,2694
2006-05-27,2126
2006-05-28,4324
2006-05-29,3063
2006-05-30,2609
2006-05-31,4295
2006-06-01,2627
2006-06-02,2153
2006-06-03,2891
2006-06-04,3461
2006-06-05,2743
2006-06-06,4028
2006-06-07,4166
2006-06-08,5723
2006-06-09,2559
2006-06-10,4033
2006-06-11,3167
2006-06-12,3222
2006-06-13,3172
2006-06-14,2893
2006-06-15,1944
2006-06-16,1721
2006-06-17,2901
2006-06-18,2260
2006-06-19,2684
2006-06-20,4310
2006-06-21,3179
2006-06-22,1938
2006-06-23,2179
2006-06-24,1271
2006-06-26,2679
2006-06-27,2199
2006-06-28,2474
2006-06-29,2987
2006-06-30,2467
2006-07-01,3741
2006-07-02,2666
2006-07-03,2872
2006-07-04,2778
2006-07-05,1859
2006-07-06,1796
2006-07-07,3106
2006-07-08,3315
2006-07-09,2136
2006-07-10,3806
2006-07-11,4852
2006-07-12,4729
2006-07-13,2104
2006-07-14,4429
2006-07-15,2750
2006-07-16,2428
2006-07-17,3630
2006-07-18,3242
2006-07-19,1866
2006-07-20,3983
2006-07-21,2531
2006-07-22,3417
2006-07-23,3347
2006-07-24,6261
2006-07-25,6137
2006-07-26,5810
2006-07-27,4310
2006-07-28,3294
2006-07-29,2303
2006-07-30,2804
2006-07-31,3834
2006-08-01,3873
2006-08-02,2577
2006-08-03,1827
2006-08-04,2532
2006-08-05,1256
2006-08-06,3566
2006-08-07,2414
2006-08-08,2485
2006-08-09,2339
2006-08-10,2129
2006-08-11,2632
2006-08-12,2400
2006-08-13,2772
2006-08-14,4528
2006-08-15,3333
2006-08-16,2049
2006-08-17,1369
2006-08-18,1486
2006-08-19,1119
2006-08-20,2986
2006-08-21,2755
2006-08-22,2705
2006-08-23,2998
2006-08-24,2809
2006-08-25,2436
2006-08-26,2058
2006-08-27,2658
2006-08-28,3201
2006-08-29,3181
2006-08-30,3402
2006-08-31,1928
2006-09-01,1613
2006-09-02,1865
2006-09-03,3447
2006-09-04,2445
2006-09-05,2133
2006-09-06,3131
2006-09-07,1697
2006-09-08,3817
2006-09-09,3314
2006-09-10,4363
2006-09-11,3723
2006-09-12,3379
2006-09-13,1517
2006-09-14,1825
2006-09-15,1540
2006-09-16,2030
2006-09-17,4573
2006-09-18,2310
2006-09-19,2859
2006-09-20,2737
2006-09-21,1230
2006-09-22,1439
2006-09-23,1417
2006-09-24,1608
2006-09-25,3886
2006-09-26,3696
2006-09-27,1512
2006-09-28,2225
2006-09-29,1572
2006-09-30,1858
2006-10-01,2142
2006-10-02,5284
2006-10-03,3264
2006-10-04,2848
2006-10-05,3452
2006-10-06,2922
2006-10-07,1691
2006-10-08,4462
2006-10-09,2689
2006-10-10,4156
2006-10-11,3969
2006-10-12,2984
2006-10-13,2668
2006-10-14,1489
2006-10-15,2782
2006-10-16,3653
2006-10-17,3618
2006-10-18,4237
2006-10-19,3617
2006-10-20,3143
2006-10-21,2562
2006-10-22,3791
2006-10-23,1666
2006-10-24,1439
2006-10-25,2541
2006-10-26,2296
2006-10-27,2351
2006-10-28,1733
2006-10-29,2219
2006-10-30,2870
2006-10-31,2182
2006-11-01,1419
2006-11-02,1513
2006-11-03,1870
2006-11-04,1814
2006-11-05,2806
2006-11-06,4154
2006-11-07,4375
2006-11-08,2088
2006-11-09,2334
2006-11-10,4445
2006-11-11,2017
2006-11-12,2509
2006-11-13,4183
2006-11-14,3592
2006-11-15,2730
2006-11-16,3139
2006-11-17,1988
2006-11-18,1331
2006-11-19,1866
2006-11-20,3353
2006-11-21,1969
2006-11-22,1497
2006-11-23,3102
2006-11-24,3665
2006-11-25,1975
2006-11-26,3291
2006-11-27,2959
2006-11-28,2224
2006-11-29,3065
2006-11-30,2776
2006-12-01,2041
2006-12-02,2992
2006-12-03,2911
2006-12-04,5892
2006-12-05,2886
2006-12-06,3946
2006-12-07,3974
2006-12-08,4928
2006-12-09,4943
2006-12-10,2919
2006-12-11,5405
2006-12-12,2362
2006-12-13,4412
2006-12-14,4715
2006-12-15,3383
2006-12-16,3179
2006-12-17,4573
2006-12-18,2329
2006-12-19,2421
2006-12-20,3809
2006-12-21,1899
2006-12-22,2163
2006-12-23,2914
2006-12-24,1578
2006-12-25,1708
2006-12-26,3801
2006-12-27,5051
2006-12-28,5324
2006-12-29,4728
2006-12-30,2861
2006-12-31,3249
2007-01-01,3157
2007-01-02,7789
2007-01-03,4144
2007-01-04,7390
2007-01-05,6652
2007-01-06,4307
2007-01-07,4421
2007-01-08,1779
2007-01-09,5995
2007-01-10,3449
2007-01-11,2448
2007-01-12,1943
2007-01-13,1559
2007-01-14,1752
2007-01-15,4360
2007-01-16,2932
2007-01-17,3435
2007-01-18,3312
2007-01-19,3283
2007-01-20,3814
2007-01-21,2963
2007-01-22,5062
2007-01-23,5460
2007-01-24,2812
2007-01-25,2905
2007-01-26,4271
2007-01-27,3422
2007-01-28,4772
2007-01-29,3069
2007-01-30,2550
2007-01-31,1036
2007-02-01,4444
2007-02-02,4038
2007-02-03,4893
2007-02-04,5635
2007-02-05,3554
2007-02-06,2578
2007-02-07,1963
2007-02-08,2219
2007-02-09,2317
2007-02-10,3622
2007-02-11,4719
2007-02-12,3366
2007-02-13,3174
2007-02-14,2314
2007-02-15,4295
2007-02-16,7339
2007-02-17,4251
2007-02-18,4456
2007-02-19,2881
2007-02-20,1959
2007-02-21,4259
2007-02-22,4210
2007-02-23,4317
2007-02-24,1901
2007-02-25,3542
2007-02-26,3294
2007-02-27,2553
2007-02-28,4968
2007-03-01,3351
2007-03-02,3769
2007-03-03,2144
2007-03-04,3862
2007-03-05,2629
2007-03-06,3226
2007-03-07,3932
2007-03-08,4848
2007-03-09,1794
2007-03-10,2453
2007-03-11,2128
2007-03-12,4369
2007-03-13,3026
2007-03-14,1990
2007-03-15,3023
2007-03-16,3821
2007-03-17,2505
2007-03-18,4437
2007-03-19,4164
2007-03-20,3722
2007-03-21,4224
2007-03-22,2620
2007-03-23,3054
2007-03-24,2284
2007-03-25,3141
2007-03-26,860
2007-03-27,3793
2007-03-28,4261
2007-03-29,1589
2007-03-30,2920
2007-03-31,2021
2007-04-01,1691
2007-04-02,2279
2007-04-03,4182
2007-04-04,4631
2007-04-05,2622
2007-04-06,2286
2007-04-07,1655
2007-04-08,3532
2007-04-09,3991
2007-04-10,3008
2007-04-11,2141
2007-04-12,1844
2007-04-13,2723
2007-04-14,1944
2007-04-15,2480
2007-04-16,2302
2007-04-17,2126
2007-04-18,1586
2007-04-19,3783
2007-04-20,2610
2007-04-21,1729
2007-04-22,3004
2007-04-23,2921
2007-04-24,2013
2007-04-25,1957
2007-04-26,2612
2007-04-27,2223
2007-04-28,2439
2007-04-29,3298
2007-04-30,3694
2007-05-01,2873
2007-05-02,2720
2007-05-03,1376
2007-05-04,2076
2007-05-05,1676
2007-05-06,2622
2007-05-07,2288
2007-05-08,4055
2007-05-09,2959
2007-05-10,3081
2007-05-11,1974
2007-05-12,2070
2007-05-13,2754
2007-05-14,3249
2007-05-15,2692
2007-05-16,1391
2007-05-17,1972
2007-05-18,1395
2007-05-19,2510
2007-05-20,4123
2007-05-21,3900
2007-05-22,2300
2007-05-23,2932
2007-05-24,2240
2007-05-25,1911
2007-05-26,2838
2007-05-27,3052
2007-05-28,2661
2007-05-29,2949
2007-05-30,5093
2007-05-31,2555
2007-06-01,2530
2007-06-02,2453
2007-06-03,3783
2007-06-04,2889
2007-06-05,3455
2007-06-06,6379
2007-06-07,3494
2007-06-08,2219
2007-06-09,3026
2007-06-10,3993
2007-06-11,3363
2007-06-12,2459
2007-06-13,3509
2007-06-14,1967
2007-06-15,2918
2007-06-16,1932
2007-06-17,2526
2007-06-18,2750
2007-06-19,2653
2007-06-20,1893
2007-06-21,2272
2007-06-22,2871
2007-06-23,3564
2007-06-24,3901
2007-06-25,4339
2007-06-26,2001
2007-06-27,3574
2007-06-28,5469
2007-06-29,2104
2007-06-30,1539
2007-07-01,3539
2007-07-02,1515
2007-07-03,2814
2007-07-04,6045
2007-07-05,3993
2007-07-06,3702
2007-07-07,1786
2007-07-08,1745
2007-07-09,2795
2007-07-10,3389
2007-07-11,3087
2007-07-12,2683
2007-07-13,3022
2007-07-14,1936
2007-07-15,3066
2007-07-16,3566
2007-07-17,3459
2007-07-18,2729
2007-07-19,1708
2007-07-20,1259
2007-07-21,2232
2007-07-22,2356
2007-07-23,3027
2007-07-24,9194
2007-07-25,2714
2007-07-26,2443
2007-07-27,2033
2007-07-28,2488
2007-07-29,2329
2007-07-30,2793
2007-07-31,2476
2007-08-01,967
2007-08-02,1822
2007-08-03,3230
2007-08-04,1489
2007-08-05,1204
2007-08-06,1522
2007-08-07,3626
2007-08-08,2150
2007-08-09,2642
2007-08-10,2366
2007-08-11,1238
2007-08-12,1348
2007-08-13,1625
2007-08-14,2016
2007-08-15,2131
2007-08-16,726
2007-08-17,1133
2007-08-18,1371
2007-08-19,3565
2007-08-20,2355
2007-08-21,3103
2007-08-22,1839
2007-08-23,1860
2007-08-24,1987
2007-08-25,786
2007-08-26,1668
2007-08-27,1188
2007-08-28,3212
2007-08-29,1849
2007-08-30,1293
2007-08-31,1619
2007-09-01,1621
2007-09-02,1799
2007-09-03,1585
2007-09-04,1034
2007-09-05,1938
2007-09-06,894
2007-09-07,1381
2007-09-08,1103
2007-09-09,2132
2007-09-10,1900
2007-09-11,2953
2007-09-12,2422
2007-09-13,2179
2007-09-14,2109
2007-09-15,2014
2007-09-16,2224
2007-09-17,2139
2007-09-18,1941
2007-09-19,2843
2007-09-20,4620
2007-09-21,3178
2007-09-22,2649
2007-09-23,2427
2007-09-24,2326
2007-09-25,1034
2007-09-26,1528
2007-09-27,2530
2007-09-28,943
2007-09-29,2184
2007-09-30,300
2007-10-01,2391
2007-10-02,3846
2007-10-03,1343
2007-10-04,3549
2007-10-05,2162
2007-10-06,2076
2007-10-07,1962
2007-10-08,2355
2007-10-09,1802
2007-10-10,2287
2007-10-11,1562
2007-10-12,2215
2007-10-13,1442
2007-10-14,2315
2007-10-15,3666
2007-10-16,3247
2007-10-17,2885
2007-10-18,3215
2007-10-19,2287
2007-10-20,1569
2007-10-21,2490
2007-10-22,2923
2007-10-23,3832
2007-10-24,2544
2007-10-25,3439
2007-10-26,2257
2007-10-27,3083
2007-10-28,2704
2007-10-29,3293
2007-10-30,2079
2007-10-31,1612
2007-11-01,2607
2007-11-02,2059
2007-11-03,2396
2007-11-04,3463
2007-11-05,1617
2007-11-06,2898
2007-11-07,5042
2007-11-08,2207
2007-11-09,3673
2007-11-10,3408
2007-11-11,2475
2007-11-12,2606
2007-11-13,2325
2007-11-14,1740
2007-11-15,1081
2007-11-16,1905
2007-11-17,2650
2007-11-18,2783
2007-11-19,2861
2007-11-20,2235
2007-11-21,2989
2007-11-22,1919
2007-11-23,2893
2007-11-24,2854
2007-11-25,3304
2007-11-26,3155
2007-11-27,2348
2007-11-28,3161
2007-11-29,3312
2007-11-30,2828
2007-12-01,2615
2007-12-02,3644
2007-12-03,3655
2007-12-04,5138
2007-12-05,2180
2007-12-06,2947
2007-12-07,2906
2007-12-08,2928
2007-12-09,5019
2007-12-10,2796
2007-12-11,2844
2007-12-12,1964
2007-12-13,2331
2007-12-14,1834
2007-12-15,1643
2007-12-16,3520
2007-12-17,2222
2007-12-18,2493
2007-12-19,3294
2007-12-20,1901
2007-12-21,2092
2007-12-22,1702
2007-12-23,1914
2007-12-24,2248
