hour,events
2007-09-17T04,98
2007-09-17T05,55
2007-09-17T06,56
2007-09-17T07,46
2007-09-17T08,106
2007-09-17T09,17
2007-09-17T10,40
2007-09-17T11,14
2007-09-17T12,15
2007-09-17T13,54
2007-09-17T14,108
2007-09-17T15,85
2007-09-17T16,8
2007-09-17T17,38
2007-09-17T18,113
2007-09-17T19,154
2007-09-17T20,113
2007-09-17T21,41
2007-09-17T22,34
2007-09-17T23,377
2007-09-18T00,319
2007-09-18T01,50
2007-09-18T02,68
2007-09-18T03,194
2007-09-18T04,54
2007-09-18T05,78
2007-09-18T06,117
2007-09-18T07,29
2007-09-18T08,1
2007-09-18T09,3
2007-09-18T10,57
2007-09-18T11,105
2007-09-18T12,33
2007-09-18T13,20
2007-09-18T14,101
2007-09-18T15,45
2007-09-18T16,56
2007-09-18T17,61
2007-09-18T18,26
2007-09-18T19,34
2007-09-18T20,326
2007-09-18T21,109
2007-09-18T22,2
2007-09-18T23,53
2007-09-19T00,117
2007-09-19T01,38
2007-09-19T02,8
2007-09-19T03,12
2007-09-19T04,94
2007-09-19T05,380
2007-09-19T06,291
2007-09-19T07,625
2007-09-19T08,384
2007-09-19T09,58
2007-09-19T10,4
2007-09-19T11,81
2007-09-19T12,21
2007-09-19T13,56
2007-09-19T14,95
2007-09-19T15,32
2007-09-19T16,12
2007-09-19T17,39
2007-09-19T18,19
2007-09-19T19,53
2007-09-19T20,84
2007-09-19T21,152
2007-09-19T22,131
2007-09-19T23,57
2007-09-20T00,70
2007-09-20T01,53
2007-09-20T02,167
2007-09-20T03,525
2007-09-20T04,613
2007-09-20T05,1068
2007-09-20T06,981
2007-09-20T07,84
2007-09-20T08,145
2007-09-20T09,117
2007-09-20T10,16
2007-09-20T11,41
2007-09-20T12,70
2007-09-20T13,93
2007-09-20T14,61
2007-09-20T15,40
2007-09-20T16,99
2007-09-20T17,44
2007-09-20T18,33
2007-09-20T19,12
2007-09-20T20,97
2007-09-20T21,70
2007-09-20T22,3
2007-09-20T23,118
2007-09-21T00,354
2007-09-21T01,96
2007-09-21T02,390
2007-09-21T03,354
2007-09-21T04,293
2007-09-21T05,15
2007-09-21T06,94
2007-09-21T07,228
2007-09-21T08,8
2007-09-21T09,41
2007-09-21T10,7
2007-09-21T11,3
2007-09-21T12,8
2007-09-21T13,10
2007-09-21T14,40
2007-09-21T15,23
2007-09-21T16,39
2007-09-21T17,66
2007-09-21T18,40
2007-09-21T19,82
2007-09-21T20,80
2007-09-21T21,503
2007-09-21T22,190
2007-09-21T23,214
2007-09-22T00,118
2007-09-22T01,54
2007-09-22T02,392
2007-09-22T03,103
2007-09-22T04,78
2007-09-22T05,71
2007-09-22T06,265
2007-09-22T07,372
2007-09-22T08,6
2007-09-22T09,5
2007-09-22T10,11
2007-09-22T11,11
2007-09-22T12,25
2007-09-22T13,10
2007-09-22T14,34
2007-09-22T15,106
2007-09-22T16,25
2007-09-22T17,326
2007-09-22T18,106
2007-09-22T19,69
2007-09-22T20,116
2007-09-22T21,228
2007-09-22T22,52
2007-09-22T23,66
2007-09-23T00,74
2007-09-23T01,55
2007-09-23T02,102
2007-09-23T03,322
2007-09-23T04,46
2007-09-23T05,84
2007-09-23T06,91
2007-09-23T07,158
2007-09-23T08,158
2007-09-23T09,85
2007-09-23T10,154
2007-09-23T11,95
2007-09-23T12,156
2007-09-23T13,45
2007-09-23T14,48
2007-09-23T15,61
2007-09-23T16,91
2007-09-23T17,26
2007-09-23T18,24
2007-09-23T19,84
2007-09-23T20,212
2007-09-23T21,125
2007-09-23T22,56
2007-09-23T23,75
2007-09-24T00,120
2007-09-24T01,197
2007-09-24T02,117
2007-09-24T03,347
2007-09-24T04,22
2007-09-24T05,162
2007-09-24T06,53
2007-09-24T07,5
2007-09-24T08,71
2007-09-24T09,70
2007-09-24T10,11
2007-09-24T11,21
2007-09-24T12,98
2007-09-24T13,41
2007-09-24T14,113
2007-09-24T15,58
2007-09-24T16,37
2007-09-24T17,121
2007-09-24T18,62
2007-09-24T19,110
2007-09-24T20,293
2007-09-24T21,144
2007-09-24T22,20
2007-09-24T23,33
2007-09-25T00,24
2007-09-25T01,68
2007-09-25T02,135
2007-09-25T03,120
2007-09-25T04,67
2007-09-25T05,25
2007-09-25T06,124
2007-09-25T07,42
2007-09-25T08,88
2007-09-25T09,55
2007-09-25T10,11
2007-09-25T11,18
2007-09-25T12,36
2007-09-25T13,35
2007-09-25T14,126
2007-09-25T15,57
2007-09-25T16,3
2007-09-26T05,33
2007-09-26T06,95
2007-09-26T07,10
2007-09-26T08,5
2007-09-26T09,13
2007-09-26T10,29
2007-09-26T11,203
2007-09-26T12,25
2007-09-26T13,31
2007-09-26T14,107
2007-09-26T15,153
2007-09-26T16,26
2007-09-26T17,205
2007-09-26T18,121
2007-09-26T19,72
2007-09-26T20,129
2007-09-26T21,41
2007-09-26T22,222
2007-09-26T23,8
2007-09-27T00,9
2007-09-27T01,8
2007-09-27T02,16
2007-09-27T03,12
2007-09-27T04,169
2007-09-27T05,229
2007-09-27T06,32
2007-09-27T07,106
2007-09-27T08,76
2007-09-27T09,47
2007-09-27T10,107
2007-09-27T11,120
2007-09-27T12,207
2007-09-27T13,86
2007-09-27T14,82
2007-09-27T15,9
2007-09-27T16,52
2007-09-27T17,447
2007-09-27T18,154
2007-09-27T19,151
2007-09-27T20,174
2007-09-27T21,234
2007-09-27T22,3
2007-09-28T01,6
2007-09-28T02,90
2007-09-28T03,9
2007-09-28T04,36
2007-09-28T05,9
2007-09-28T06,2
2007-09-28T07,30
2007-09-28T08,44
2007-09-28T15,1
2007-09-28T16,66
2007-09-28T17,16
2007-09-28T18,55
2007-09-28T19,35
2007-09-28T20,87
2007-09-28T21,150
2007-09-28T22,228
2007-09-28T23,79
2007-09-29T00,14
2007-09-29T01,99
2007-09-29T02,7
2007-09-29T03,130
2007-09-29T04,16
2007-09-29T05,28
2007-09-29T06,76
2007-09-29T07,300
2007-09-29T08,122
2007-09-29T09,6
2007-09-29T10,290
2007-09-29T11,14
2007-09-29T12,10
2007-09-29T13,6
2007-09-29T14,42
2007-09-29T15,133
2007-09-29T16,63
2007-09-29T17,97
2007-09-29T18,30
2007-09-29T19,27
2007-09-29T20,42
2007-09-29T21,147
2007-09-29T22,378
2007-09-29T23,107
2007-09-30T00,40
2007-09-30T01,30
2007-09-30T02,167
2007-09-30T03,61
2007-09-30T04,2
2007-10-01T02,77
2007-10-01T03,56
2007-10-01T04,43
2007-10-01T05,55
2007-10-01T06,16
2007-10-01T07,8
2007-10-01T08,26
2007-10-01T09,106
2007-10-01T10,18
2007-10-01T11,103
2007-10-01T12,93
2007-10-01T13,25
2007-10-01T14,131
2007-10-01T15,195
2007-10-01T16,112
2007-10-01T17,115
2007-10-01T18,20
2007-10-01T19,81
2007-10-01T20,360
2007-10-01T21,193
2007-10-01T22,337
2007-10-01T23,221
2007-10-02T00,184
2007-10-02T01,42
2007-10-02T02,1032
2007-10-02T03,220
2007-10-02T04,50
2007-10-02T05,280
2007-10-02T06,174
2007-10-02T07,366
2007-10-02T08,36
2007-10-02T09,51
2007-10-02T10,7
2007-10-02T11,43
2007-10-02T12,244
2007-10-02T13,72
2007-10-02T14,30
2007-10-02T15,10
2007-10-02T16,181
2007-10-02T17,320
2007-10-02T18,81
2007-10-02T19,41
2007-10-02T20,228
2007-10-02T21,116
2007-10-02T22,25
2007-10-02T23,13
2007-10-03T00,46
2007-10-03T01,66
2007-10-03T02,18
2007-10-03T03,69
2007-10-03T04,15
2007-10-03T05,3
2007-10-03T06,4
2007-10-03T07,6
2007-10-03T08,21
2007-10-03T09,66
2007-10-03T10,12
2007-10-03T11,47
2007-10-03T12,37
2007-10-03T13,15
2007-10-03T14,62
2007-10-03T15,58
2007-10-03T16,77
2007-10-03T17,139
2007-10-03T18,114
2007-10-03T19,14
2007-10-03T20,152
2007-10-03T21,104
2007-10-03T22,195
2007-10-03T23,3
2007-10-04T00,38
2007-10-04T01,143
2007-10-04T02,199
2007-10-04T03,255
2007-10-04T04,26
2007-10-04T05,4
2007-10-04T06,71
2007-10-04T07,139
2007-10-04T08,25
2007-10-04T09,382
2007-10-04T10,259
2007-10-04T11,78
2007-10-04T12,102
2007-10-04T13,189
2007-10-04T14,131
2007-10-04T15,210
2007-10-04T16,52
2007-10-04T17,253
2007-10-04T18,187
2007-10-04T19,119
2007-10-04T20,74
2007-10-04T21,79
2007-10-04T22,417
2007-10-04T23,117
2007-10-05T00,67
2007-10-05T01,139
2007-10-05T02,117
2007-10-05T03,28
2007-10-05T04,22
2007-10-05T05,28
2007-10-05T06,1
2007-10-05T07,15
2007-10-05T08,7
2007-10-05T09,25
2007-10-05T10,33
2007-10-05T11,9
2007-10-05T12,53
2007-10-05T13,62
2007-10-05T14,106
2007-10-05T15,67
2007-10-05T16,2
2007-10-05T17,377
2007-10-05T18,396
2007-10-05T19,171
2007-10-05T20,126
2007-10-05T21,201
2007-10-05T22,68
2007-10-05T23,42
2007-10-06T00,173
2007-10-06T01,158
2007-10-06T02,84
2007-10-06T03,248
2007-10-06T04,7
2007-10-06T05,34
2007-10-06T06,32
2007-10-06T07,245
2007-10-06T08,61
2007-10-06T09,3
2007-10-06T10,56
2007-10-06T11,59
2007-10-06T12,105
2007-10-06T13,50
2007-10-06T14,68
2007-10-06T15,62
2007-10-06T16,162
2007-10-06T17,68
2007-10-06T18,28
2007-10-06T19,23
2007-10-06T20,53
2007-10-06T21,185
2007-10-06T22,110
2007-10-06T23,2
2007-10-07T00,141
2007-10-07T01,41
2007-10-07T02,50
2007-10-07T03,18
2007-10-07T04,9
2007-10-07T05,5
2007-10-07T06,25
2007-10-07T07,19
2007-10-07T08,8
2007-10-07T09,160
2007-10-07T10,338
2007-10-07T11,17
2007-10-07T12,5
2007-10-07T13,6
2007-10-07T14,75
2007-10-07T15,356
2007-10-07T16,117
2007-10-07T17,78
2007-10-07T18,86
2007-10-07T19,161
2007-10-07T20,76
2007-10-07T21,71
2007-10-07T22,54
2007-10-07T23,46
2007-10-08T00,96
2007-10-08T01,43
2007-10-08T02,23
2007-10-08T03,134
2007-10-08T04,138
2007-10-08T05,154
2007-10-08T06,14
2007-10-08T07,209
2007-10-08T08,123
2007-10-08T09,214
2007-10-08T10,31
2007-10-08T11,30
2007-10-08T12,163
2007-10-08T13,155
2007-10-08T14,153
2007-10-08T15,35
2007-10-08T16,107
2007-10-08T17,92
2007-10-08T18,248
2007-10-08T19,161
2007-10-08T20,32
2007-10-09T00,159
2007-10-09T01,55
2007-10-09T02,64
2007-10-09T03,63
2007-10-09T04,32
2007-10-09T05,118
2007-10-09T06,36
2007-10-09T07,21
2007-10-09T08,50
2007-10-09T09,205
2007-10-09T10,80
2007-10-09T11,74
2007-10-09T12,364
2007-10-09T13,109
2007-10-09T14,11
2007-10-09T15,222
2007-10-09T16,131
2007-10-09T17,8
2007-10-10T00,109
2007-10-10T01,206
2007-10-10T02,31
2007-10-10T03,345
2007-10-10T04,16
2007-10-10T05,71
2007-10-10T06,91
2007-10-10T07,68
2007-10-10T08,62
2007-10-10T09,19
2007-10-10T10,84
2007-10-10T11,98
2007-10-10T12,47
2007-10-10T13,76
2007-10-10T14,170
2007-10-10T15,59
2007-10-10T16,55
2007-10-10T17,147
2007-10-10T18,99
2007-10-10T19,5
2007-10-10T20,25
2007-10-10T21,40
2007-10-10T22,122
2007-10-10T23,242
2007-10-11T00,424
2007-10-11T01,250
2007-10-11T02,183
2007-10-11T03,42
2007-10-11T04,5
2007-10-11T05,39
2007-10-11T06,42
2007-10-11T07,6
2007-10-11T08,5
2007-10-11T09,115
2007-10-11T10,34
2007-10-11T11,76
2007-10-11T12,4
2007-10-11T13,17
2007-10-11T14,17
2007-10-11T15,49
2007-10-11T16,134
2007-10-11T17,66
2007-10-11T18,54
2007-10-12T00,126
2007-10-12T01,30
2007-10-12T02,62
2007-10-12T03,12
2007-10-12T04,4
2007-10-12T05,47
2007-10-12T06,48
2007-10-12T07,124
2007-10-12T08,81
2007-10-12T09,178
2007-10-12T10,152
2007-10-12T11,110
2007-10-12T12,350
2007-10-12T13,225
2007-10-12T14,182
2007-10-12T15,18
2007-10-12T16,200
2007-10-12T17,134
2007-10-12T18,18
2007-10-12T19,19
2007-10-12T20,95
2007-10-13T17,42
2007-10-13T18,335
2007-10-13T19,739
2007-10-13T20,43
2007-10-13T21,27
2007-10-13T22,175
2007-10-13T23,81
2007-10-14T00,39
2007-10-14T01,78
2007-10-14T02,80
2007-10-14T03,96
2007-10-14T04,104
2007-10-14T05,102
2007-10-14T06,139
2007-10-14T07,108
2007-10-14T08,17
2007-10-14T09,20
2007-10-14T10,21
2007-10-14T11,17
2007-10-14T12,17
2007-10-14T13,266
2007-10-14T14,357
2007-10-14T15,79
2007-10-14T16,161
2007-10-14T17,129
2007-10-14T18,37
2007-10-14T19,46
2007-10-14T20,152
2007-10-14T21,21
2007-10-14T22,101
2007-10-14T23,128
2007-10-15T00,173
2007-10-15T01,119
2007-10-15T02,237
2007-10-15T03,30
2007-10-15T04,109
2007-10-15T05,72
2007-10-15T06,205
2007-10-15T07,37
2007-10-15T08,7
2007-10-15T09,120
2007-10-15T10,76
2007-10-15T11,18
2007-10-15T12,47
2007-10-15T13,142
2007-10-15T14,69
2007-10-15T15,48
2007-10-15T16,25
2007-10-15T17,263
2007-10-15T18,372
2007-10-15T19,312
2007-10-15T20,585
2007-10-15T21,436
2007-10-15T22,84
2007-10-15T23,80
2007-10-16T00,69
2007-10-16T01,36
2007-10-16T02,22
2007-10-16T03,22
2007-10-16T04,19
2007-10-16T05,53
2007-10-16T06,204
2007-10-16T07,261
2007-10-16T08,115
2007-10-16T09,12
2007-10-16T10,42
2007-10-16T11,13
2007-10-16T12,8
2007-10-16T13,202
2007-10-16T14,66
2007-10-16T15,71
2007-10-16T16,266
2007-10-16T17,356
2007-10-16T18,179
2007-10-16T19,34
2007-10-16T20,306
2007-10-16T21,358
2007-10-16T22,429
2007-10-16T23,104
2007-10-17T00,909
2007-10-17T01,467
2007-10-17T02,161
2007-10-17T03,79
2007-10-17T04,72
2007-10-17T05,84
2007-10-17T06,16
2007-10-17T07,44
2007-10-17T08,36
2007-10-17T09,87
2007-10-17T10,23
2007-10-17T11,110
2007-10-17T12,221
2007-10-17T13,150
2007-10-17T14,28
2007-10-17T15,70
2007-10-17T16,26
2007-10-17T17,100
2007-10-17T18,112
2007-10-17T19,76
2007-10-17T22,1
2007-10-17T23,13
2007-10-18T00,321
2007-10-18T01,443
2007-10-18T02,152
2007-10-18T03,33
2007-10-18T04,8
2007-10-18T05,7
2007-10-18T06,294
2007-10-18T07,38
2007-10-18T08,62
2007-10-18T09,13
2007-10-18T10,47
2007-10-18T11,66
2007-10-18T12,28
2007-10-18T13,45
2007-10-18T14,173
2007-10-18T15,322
2007-10-18T16,176
2007-10-18T17,237
2007-10-18T18,186
2007-10-18T19,40
2007-10-18T20,212
2007-10-18T21,113
2007-10-18T22,59
2007-10-18T23,140
2007-10-19T00,130
2007-10-19T01,50
2007-10-19T02,1
2007-10-19T03,17
2007-10-19T04,15
2007-10-19T05,74
2007-10-19T06,214
2007-10-19T07,407
2007-10-19T08,267
2007-10-19T09,87
2007-10-19T10,32
2007-10-19T11,78
2007-10-19T12,183
2007-10-19T13,33
2007-10-19T14,160
2007-10-19T15,94
2007-10-19T16,230
2007-10-19T17,40
2007-10-19T18,96
2007-10-19T19,35
2007-10-19T22,2
2007-10-19T23,42
2007-10-20T00,39
2007-10-20T01,112
2007-10-20T02,18
2007-10-20T03,17
2007-10-20T04,23
2007-10-20T05,79
2007-10-20T06,22
2007-10-20T07,3
2007-10-20T08,10
2007-10-20T09,7
2007-10-20T10,22
2007-10-20T11,33
2007-10-20T12,105
2007-10-20T13,41
2007-10-20T14,101
2007-10-20T15,29
2007-10-20T16,18
2007-10-20T17,130
2007-10-20T18,175
2007-10-20T19,26
2007-10-20T20,157
2007-10-20T21,159
2007-10-20T22,88
2007-10-20T23,155
2007-10-21T00,10
2007-10-21T01,38
2007-10-21T02,23
2007-10-21T03,413
2007-10-21T04,79
2007-10-21T05,121
2007-10-21T06,377
2007-10-21T07,113
2007-10-21T08,7
2007-10-21T09,36
2007-10-21T10,21
2007-10-21T11,18
2007-10-21T12,21
2007-10-21T13,175
2007-10-21T14,74
2007-10-21T15,26
2007-10-21T16,62
2007-10-21T17,239
2007-10-21T18,66
2007-10-21T19,157
2007-10-21T20,244
2007-10-21T21,111
2007-10-21T22,48
2007-10-21T23,11
2007-10-22T00,104
2007-10-22T01,68
2007-10-22T02,80
2007-10-22T03,13
2007-10-22T04,32
2007-10-22T05,201
2007-10-22T06,35
2007-10-22T07,161
2007-10-22T08,132
2007-10-22T09,55
2007-10-22T10,109
2007-10-22T11,104
2007-10-22T12,72
2007-10-22T13,70
2007-10-22T14,64
2007-10-22T15,333
2007-10-22T16,127
2007-10-22T17,70
2007-10-22T18,178
2007-10-22T19,292
2007-10-22T20,73
2007-10-22T21,204
2007-10-22T22,149
2007-10-22T23,197
2007-10-23T00,111
2007-10-23T01,54
2007-10-23T02,191
2007-10-23T03,672
2007-10-23T04,95
2007-10-23T05,13
2007-10-23T06,32
2007-10-23T07,124
2007-10-23T08,62
2007-10-23T09,76
2007-10-23T10,29
2007-10-23T11,22
2007-10-23T12,70
2007-10-23T13,164
2007-10-23T14,83
2007-10-23T15,7
2007-10-23T16,203
2007-10-23T17,160
2007-10-23T18,252
2007-10-23T19,369
2007-10-23T20,593
2007-10-23T21,245
2007-10-23T22,52
2007-10-23T23,153
2007-10-24T00,394
2007-10-24T01,164
2007-10-24T02,200
2007-10-24T03,283
2007-10-24T04,14
2007-10-24T05,9
2007-10-24T06,5
2007-10-24T07,2
2007-10-24T08,19
2007-10-24T09,3
2007-10-24T10,1
2007-10-24T11,103
2007-10-24T12,55
2007-10-24T13,124
2007-10-24T14,415
2007-10-24T15,130
2007-10-24T16,39
2007-10-24T17,49
2007-10-24T18,114
2007-10-24T19,9
2007-10-24T20,161
2007-10-24T21,108
2007-10-24T22,65
2007-10-24T23,78
2007-10-25T00,636
2007-10-25T01,75
2007-10-25T02,225
2007-10-25T03,69
2007-10-25T04,27
2007-10-25T05,235
2007-10-25T06,349
2007-10-25T07,53
2007-10-25T08,95
2007-10-25T09,147
2007-10-25T10,50
2007-10-25T11,18
2007-10-25T12,137
2007-10-25T13,332
2007-10-25T14,36
2007-10-25T15,94
2007-10-25T16,143
2007-10-25T17,63
2007-10-25T18,59
2007-10-25T19,177
2007-10-25T20,282
2007-10-25T21,11
2007-10-25T22,35
2007-10-25T23,91
2007-10-26T00,197
2007-10-26T01,98
2007-10-26T02,45
2007-10-26T03,14
2007-10-26T04,8
2007-10-26T05,13
2007-10-26T06,123
2007-10-26T07,10
2007-10-26T08,146
2007-10-26T09,141
2007-10-26T10,347
2007-10-26T11,221
2007-10-26T12,23
2007-10-26T13,45
2007-10-26T14,29
2007-10-26T15,128
2007-10-26T16,96
2007-10-26T17,122
2007-10-26T18,76
2007-10-26T19,113
2007-10-26T20,57
2007-10-26T21,18
2007-10-26T22,101
2007-10-26T23,86
2007-10-27T00,10
2007-10-27T01,14
2007-10-27T02,207
2007-10-27T03,341
2007-10-27T04,12
2007-10-27T05,183
2007-10-27T06,151
2007-10-27T07,174
2007-10-27T08,26
2007-10-27T09,397
2007-10-27T10,123
2007-10-27T11,259
2007-10-27T12,280
2007-10-27T13,210
2007-10-27T14,96
2007-10-27T15,146
2007-10-27T16,74
2007-10-27T17,33
2007-10-27T18,80
2007-10-27T19,57
2007-10-27T20,46
2007-10-27T21,17
2007-10-27T22,67
2007-10-27T23,80
2007-10-28T00,43
2007-10-28T01,51
2007-10-28T02,99
2007-10-28T03,269
2007-10-28T04,21
2007-10-28T05,73
2007-10-28T06,160
2007-10-28T07,115
2007-10-28T08,110
2007-10-28T09,124
2007-10-28T10,121
2007-10-28T11,17
2007-10-28T12,13
2007-10-28T13,34
2007-10-28T14,85
2007-10-28T15,41
2007-10-28T16,58
2007-10-28T17,124
2007-10-28T18,160
2007-10-28T19,456
2007-10-28T20,258
2007-10-28T21,57
2007-10-28T22,119
2007-10-28T23,96
2007-10-29T00,192
2007-10-29T01,86
2007-10-29T02,103
2007-10-29T03,198
2007-10-29T04,45
2007-10-29T05,430
2007-10-29T06,7
2007-10-29T07,22
2007-10-29T08,46
2007-10-29T09,262
2007-10-29T10,63
2007-10-29T11,47
2007-10-29T12,21
2007-10-29T13,114
2007-10-29T14,67
2007-10-29T15,117
2007-10-29T16,238
2007-10-29T17,109
2007-10-29T18,134
2007-10-29T19,144
2007-10-29T20,391
2007-10-29T21,84
2007-10-29T22,215
2007-10-29T23,158
2007-10-30T00,148
2007-10-30T01,176
2007-10-30T02,211
2007-10-30T03,87
2007-10-30T04,153
2007-10-30T05,11
2007-10-30T06,178
2007-10-30T07,96
2007-10-30T08,222
2007-10-30T09,50
2007-10-30T10,2
2007-10-30T11,132
2007-10-30T12,177
2007-10-30T13,278
2007-10-30T14,98
2007-10-30T15,14
2007-10-30T16,3
2007-10-30T17,43
2007-10-31T07,51
2007-10-31T08,16
2007-10-31T09,118
2007-10-31T10,112
2007-10-31T11,126
2007-10-31T12,220
2007-10-31T13,92
2007-10-31T14,15
2007-10-31T15,155
2007-10-31T16,24
2007-10-31T17,41
2007-10-31T18,94
2007-10-31T19,46
2007-10-31T20,140
2007-10-31T21,60
2007-10-31T22,208
2007-10-31T23,94
2007-11-01T00,123
2007-11-01T01,105
2007-11-01T02,161
2007-11-01T03,95
2007-11-01T04,21
2007-11-01T05,15
2007-11-01T06,8
2007-11-01T07,137
2007-11-01T08,69
2007-11-01T09,218
2007-11-01T10,163
2007-11-01T11,178
2007-11-01T12,194
2007-11-01T13,17
2007-11-01T14,58
2007-11-01T15,60
2007-11-01T16,225
2007-11-01T17,131
2007-11-01T18,11
2007-11-01T19,26
2007-11-01T20,359
2007-11-01T21,141
2007-11-01T22,52
2007-11-01T23,40
2007-11-02T00,274
2007-11-02T01,26
2007-11-02T02,99
2007-11-02T03,91
2007-11-02T04,63
2007-11-02T05,31
2007-11-02T06,23
2007-11-02T07,19
2007-11-02T08,27
2007-11-02T09,97
2007-11-02T10,11
2007-11-02T11,6
2007-11-02T12,7
2007-11-02T13,185
2007-11-02T14,158
2007-11-02T15,93
2007-11-02T16,115
2007-11-02T17,107
2007-11-02T18,47
2007-11-02T19,283
2007-11-02T20,13
2007-11-02T21,104
2007-11-02T22,120
2007-11-02T23,60
2007-11-03T00,66
2007-11-03T01,66
2007-11-03T02,26
2007-11-03T03,27
2007-11-03T04,27
2007-11-03T05,138
2007-11-03T06,56
2007-11-03T07,21
2007-11-03T08,43
2007-11-03T09,3
2007-11-03T10,16
2007-11-03T11,76
2007-11-03T12,112
2007-11-03T13,182
2007-11-03T14,154
2007-11-03T15,387
2007-11-03T16,136
2007-11-03T17,118
2007-11-03T18,81
2007-11-03T19,227
2007-11-03T20,140
2007-11-03T21,85
2007-11-03T22,157
2007-11-03T23,52
2007-11-04T00,64
2007-11-04T01,228
2007-11-04T02,147
2007-11-04T03,79
2007-11-04T04,24
2007-11-04T05,29
2007-11-04T06,17
2007-11-04T07,28
2007-11-04T08,33
2007-11-04T09,40
2007-11-04T10,203
2007-11-04T11,45
2007-11-04T12,17
2007-11-04T13,246
2007-11-04T14,129
2007-11-04T15,206
2007-11-04T16,38
2007-11-04T17,269
2007-11-04T18,52
2007-11-04T19,494
2007-11-04T20,541
2007-11-04T21,162
2007-11-04T22,237
2007-11-04T23,135
2007-11-05T00,6
2007-11-05T01,90
2007-11-05T02,25
2007-11-05T03,74
2007-11-05T04,31
2007-11-05T05,6
2007-11-05T06,6
2007-11-05T07,37
2007-11-05T08,59
2007-11-05T09,41
2007-11-05T10,21
2007-11-05T11,18
2007-11-05T12,25
2007-11-05T13,31
2007-11-05T14,90
2007-11-05T15,62
2007-11-05T16,176
2007-11-05T17,218
2007-11-05T18,207
2007-11-05T19,146
2007-11-05T20,55
2007-11-05T21,151
2007-11-05T22,15
2007-11-05T23,27
2007-11-06T00,17
2007-11-06T01,75
2007-11-06T02,38
2007-11-06T03,51
2007-11-06T04,24
2007-11-06T05,74
2007-11-06T06,21
2007-11-06T07,21
2007-11-06T08,34
2007-11-06T09,107
2007-11-06T10,56
2007-11-06T11,44
2007-11-06T12,42
2007-11-06T13,111
2007-11-06T14,12
2007-11-06T15,25
2007-11-06T16,124
2007-11-06T17,162
2007-11-06T18,110
2007-11-06T19,149
2007-11-06T20,78
2007-11-06T21,938
2007-11-06T22,383
2007-11-06T23,202
2007-11-07T00,839
2007-11-07T01,632
2007-11-07T02,515
2007-11-07T03,532
2007-11-07T04,160
2007-11-07T05,89
2007-11-07T06,12
2007-11-07T07,169
2007-11-07T08,50
2007-11-07T09,118
2007-11-07T10,367
2007-11-07T11,39
2007-11-07T12,107
2007-11-07T13,7
2007-11-07T14,104
2007-11-07T15,153
2007-11-07T16,128
2007-11-07T17,130
2007-11-07T18,141
2007-11-07T19,356
2007-11-07T20,113
2007-11-07T21,106
2007-11-07T22,26
2007-11-07T23,149
2007-11-08T00,152
2007-11-08T01,31
2007-11-08T02,114
2007-11-08T03,159
2007-11-08T04,87
2007-11-08T05,23
2007-11-08T06,6
2007-11-08T07,18
2007-11-08T08,1
2007-11-08T09,5
2007-11-08T10,2
2007-11-08T11,41
2007-11-08T12,41
2007-11-08T13,32
2007-11-08T14,6
2007-11-08T15,36
2007-11-08T16,131
2007-11-08T17,315
2007-11-08T18,65
2007-11-08T19,92
2007-11-08T20,33
2007-11-08T21,65
2007-11-08T22,398
2007-11-08T23,354
2007-11-09T00,230
2007-11-09T01,53
2007-11-09T02,323
2007-11-09T03,99
2007-11-09T04,169
2007-11-09T05,18
2007-11-09T06,55
2007-11-09T07,338
2007-11-09T08,43
2007-11-09T09,11
2007-11-09T10,6
2007-11-09T11,156
2007-11-09T12,35
2007-11-09T13,181
2007-11-09T14,221
2007-11-09T15,105
2007-11-09T16,95
2007-11-09T17,147
2007-11-09T18,337
2007-11-09T19,101
2007-11-09T20,131
2007-11-09T21,11
2007-11-09T22,281
2007-11-09T23,527
2007-11-10T00,164
2007-11-10T01,316
2007-11-10T02,194
2007-11-10T03,130
2007-11-10T04,166
2007-11-10T05,153
2007-11-10T06,121
2007-11-10T07,91
2007-11-10T08,37
2007-11-10T09,123
2007-11-10T10,105
2007-11-10T11,133
2007-11-10T12,48
2007-11-10T13,20
2007-11-10T14,78
2007-11-10T15,38
2007-11-10T16,183
2007-11-10T17,50
2007-11-10T18,152
2007-11-10T19,344
2007-11-10T20,195
2007-11-10T21,125
2007-11-10T22,208
2007-11-10T23,234
2007-11-11T00,269
2007-11-11T01,93
2007-11-11T02,160
2007-11-11T03,83
2007-11-11T04,23
2007-11-11T05,7
2007-11-11T06,21
2007-11-11T07,101
2007-11-11T08,194
2007-11-11T09,20
2007-11-11T10,15
2007-11-11T11,30
2007-11-11T12,24
2007-11-11T13,44
2007-11-11T14,69
2007-11-11T15,107
2007-11-11T16,163
2007-11-11T17,84
2007-11-11T18,109
2007-11-11T19,268
2007-11-11T20,142
2007-11-11T21,105
2007-11-11T22,236
2007-11-11T23,108
2007-11-12T00,224
2007-11-12T01,155
2007-11-12T02,13
2007-11-12T03,174
2007-11-12T04,180
2007-11-12T05,26
2007-11-12T06,6
2007-11-12T07,34
2007-11-12T08,131
2007-11-12T09,11
2007-11-12T10,76
2007-11-12T11,313
2007-11-12T12,103
2007-11-12T13,54
2007-11-12T14,36
2007-11-12T15,33
2007-11-12T16,29
2007-11-12T17,146
2007-11-12T18,65
2007-11-12T19,207
2007-11-12T20,96
2007-11-12T21,145
2007-11-12T22,201
2007-11-12T23,148
